No.,Year,Paper,Year_R,Paper_Ref
895,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2017,Focal loss for dense object detection
896,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2019,M2det: A single-shot object detector based on multi-level feature pyramid network
897,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,1988,A survey of the Hough transform
898,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2018,A review of recent advances in lane detection and departure warning system
899,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,1984,A Fast Parallel Algorithm for Thinning Digital Patterns
900,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2020,A Review of Lane Detection Methods based on Deep Learning
901,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2020,Key points estimation and point instance segmentation approach for lane detection
902,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2021,Focus on Local: Detecting Lane Marker from Bottom Up via Key Point
903,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2021,CondLaneNet: A Top-to-down Lane Detection Framework Based on Conditional Convolution
904,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,1992,Technical drawing recognition and understanding: From pixels to semantics
905,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,1988,A topology-based component extractor for understanding electronic circuit diagrams
906,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,1990,Translation-. Rotation-. and Scale- Invariant Recognition of Hand-Drawn Symbols in Schematic Diagrams
907,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2019,A Digitization and Conversion Tool for Imaged Drawings to Intelligent Piping and Instrumentation Diagrams (P&ID)
908,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2011,From engineering diagrams to engineering models: Visual recognition and applications
909,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2019,Automatic Information Extraction from Piping and Instrumentation Diagrams
910,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2019,Features recognition from piping and instrumentation diagrams in image format using a deep learning network
911,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2020,Deep neural network for automatic image recognition of engineering diagrams
912,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2021,Deep learning-based recognition of symbols and texts at an industrially applicable level from high-density piping and instrumentation diagram images
913,2021,Deep learning-based method to recognize line objects and flow arrows from image-format piping and instrumentation diagrams for digitization,2019,Improving RetinaNet for CT lesion detection with dense masks from weak RECIST labels
914,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,1984,Drawing and Cognition: Descriptive and Experimental Studies of Graphic Production Processes
915,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2008,Sketch recognition in interspersed drawings using time-based graphical models
916,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2009,On-line hand-drawn electric circuit diagram recognition using 2D dynamic programming
917,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2011,Sketch recognition by fusion of temporal and image-based features
918,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2015,Sketch-a-Net that beats humans
919,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2017,A neural representation of sketch drawings
920,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2019,SPFusionNet: Sketch segmentation using multi-modal data fusion
921,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2020,Deep stroke-based sketched symbol reconstruction and segmentation
922,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2011,ChemInk: A natural real-time recognition system for chemical drawings
923,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2014,An efficient. classification-based approach for grouping pen strokes into objects
924,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2015,A flexible framework for online document segmentation by pairwise stroke distance learning
925,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2004,Spatial recognition and grouping of text and graphics
926,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2015,Offline Sketch Parsing via Shapeness Estimation
927,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2016,Recognizing Off-Line Flowcharts by Reconstructing Strokes and Using On-Line Recognition Techniques
928,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2017,Flow2Code: From Hand-drawn Flowcharts to Code Execution
929,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2020,Overview of ImageCLEFdrawnUI 2020: The detection and recognition of hand drawn website UIs task
930,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2011,Animated construction of line drawings
931,2021,Segmentation and Recognition of Offline Sketch Scenes Using Dynamic Programming,2009,A Visual Approach to Sketched Symbol Recognition
